state,year,quarter,districtName,count,amount
goa,2018,4,south goa,209375,438125180.32
goa,2019,1,north goa,441807,940864352.32
goa,2019,1,south goa,297005,534459044.96
goa,2019,2,north goa,470250,1020834861.85
goa,2019,2,south goa,298191,571032241.54
goa,2019,3,north goa,673971,1293013307.27
goa,2019,3,south goa,418445,707353884.23
goa,2019,4,north goa,980231,1963621433.54
goa,2019,4,south goa,535041,959838914.96
goa,2020,1,north goa,1277387,2374507200.87
goa,2020,1,south goa,603850,1035864031.06
goa,2020,2,north goa,883695,1294651809.39
goa,2020,2,south goa,598397,888964620.62
goa,2020,3,north goa,1165122,2087621922.68
goa,2020,3,south goa,750409,1280721658.26
goa,2020,4,north goa,2504378,4712001378.74
goa,2020,4,south goa,1297003,2187791368.84
goa,2021,1,north goa,3797921,7119400649.56
goa,2021,1,south goa,1533628,2637842229.46
goa,2021,2,north goa,3083639,5391453884.87
goa,2021,2,south goa,1626496,2621399702.2
goa,2021,3,north goa,4282602,7042155411.61
goa,2021,3,south goa,2185161,3436270181.33
goa,2021,4,north goa,7808548,13467044827.55
goa,2021,4,south goa,3280211,5160212288.32
goa,2022,1,north goa,8513573,14075639843.88
goa,2022,1,south goa,3700525,5740805558.96
goa,2022,2,north goa,9999773,16484842033.03
goa,2022,2,south goa,4216281,6388195726.49
goa,2022,3,north goa,8310698,13076925808.31
goa,2022,3,south goa,4877989,6497339467.39
goa,2022,4,north goa,11455490,17268434372.0
goa,2022,4,south goa,5737184,7656551999.34
goa,2023,1,north goa,16251833,24505420924.0
goa,2023,1,south goa,7943237,10591544851.0
goa,2023,2,north goa,17849215,27042471683.0
goa,2023,2,south goa,8681375,11369735260.0
goa,2023,3,north goa,17670660,25828843826.0
goa,2023,3,south goa,9329068,11546336148.0
goa,2023,4,north goa,22361742,30910872042.0
goa,2023,4,south goa,11099236,13376799515.0
goa,2024,1,north goa,23254271,31496489512.0
goa,2024,1,south goa,11759716,13855410748.0
goa,2024,2,north goa,24485774,32991247869.0
goa,2024,2,south goa,12515032,14463582843.0
goa,2024,3,north goa,20539426,27915930225.0
goa,2024,3,south goa,16222685,17997597787.0
goa,2024,4,north goa,26783992,35201969661.0
goa,2024,4,south goa,19347544,21360619882.0
gujarat,2018,1,ahmadabad,1436152,2153123692.1
gujarat,2018,1,surat,983723,1346833710.52
gujarat,2018,1,vadodara,387998,604645570.21
gujarat,2018,1,banas kantha,237457,197883270.21
gujarat,2018,1,gandhinagar,237393,318002413.69
gujarat,2018,1,mahesana,227748,213031001.62
gujarat,2018,1,rajkot,219190,296803513.79
gujarat,2018,1,kachchh,217912,316933354.79
gujarat,2018,1,bharuch,210073,249246117.14
gujarat,2018,1,bhavnagar,182948,171495425.59
gujarat,2018,2,ahmadabad,1809774,3307127930.44
gujarat,2018,2,surat,1310963,2189526110.38
gujarat,2018,2,vadodara,528893,975136493.21
gujarat,2018,2,gandhinagar,315542,522133969.71
gujarat,2018,2,banas kantha,307928,362168353.15
gujarat,2018,2,bharuch,289862,428830769.63
gujarat,2018,2,kachchh,287874,494142161.99
gujarat,2018,2,mahesana,286014,362586915.58
gujarat,2018,2,rajkot,283913,465751106.64
gujarat,2018,2,bhavnagar,253332,265850891.74
gujarat,2018,3,ahmadabad,2600288,4740981792.13
gujarat,2018,3,surat,1899586,3203734473.97
gujarat,2018,3,vadodara,773456,1452835059.48
gujarat,2018,3,bharuch,480222,695864170.87
gujarat,2018,3,gandhinagar,479518,791502891.39
gujarat,2018,3,mahesana,464894,561504997.46
gujarat,2018,3,kachchh,421411,764023467.81
gujarat,2018,3,rajkot,402342,650585707.99
gujarat,2018,3,banas kantha,396566,532922632.76
gujarat,2018,3,bhavnagar,374470,397576856.47
gujarat,2018,4,ahmadabad,3990090,6515656157.24
gujarat,2018,4,surat,2225031,4270243993.92
gujarat,2018,4,vadodara,1047381,2063816597.55
gujarat,2018,4,gandhinagar,693588,1143266870.13
gujarat,2018,4,bharuch,603122,1036812125.26
gujarat,2018,4,kachchh,537116,1068486738.76
gujarat,2018,4,banas kantha,529655,758278914.52
gujarat,2018,4,mahesana,529470,758586454.13
gujarat,2018,4,rajkot,472933,879868564.97
gujarat,2018,4,valsad,468363,753128666.56
gujarat,2019,1,ahmadabad,7894660,10956007756.56
gujarat,2019,1,surat,3283182,5664609103.88
gujarat,2019,1,vadodara,1655864,2706612327.08
gujarat,2019,1,gandhinagar,1244457,1559852035.38
gujarat,2019,1,navsari,1112006,1853217634.46
gujarat,2019,1,bharuch,926374,1330716993.74
gujarat,2019,1,mahesana,899763,1021313511.45
gujarat,2019,1,kachchh,895127,1364193288.25
gujarat,2019,1,banas kantha,805139,1054321489.37
gujarat,2019,1,valsad,750124,983591069.67
gujarat,2019,2,ahmadabad,11689965,19024891336.64
gujarat,2019,2,navsari,3136644,5394071895.49
gujarat,2019,2,surat,3047988,6016899815.18
gujarat,2019,2,vadodara,1717964,3251133813.86
gujarat,2019,2,gandhinagar,1205404,1791763499.68
gujarat,2019,2,bharuch,747899,1317325972.02
gujarat,2019,2,rajkot,724751,1400871094.65
gujarat,2019,2,mahesana,715052,1095164063.65
gujarat,2019,2,kachchh,688449,1389719506.4
gujarat,2019,2,banas kantha,642084,1108185173.72
gujarat,2019,3,ahmadabad,14605589,23081622347.56
gujarat,2019,3,surat,4447301,7371726681.31
gujarat,2019,3,navsari,3007618,5936350631.71
gujarat,2019,3,vadodara,2407408,3950547763.57
gujarat,2019,3,gandhinagar,1850642,2359920414.12
gujarat,2019,3,bharuch,1040617,1624510954.0
gujarat,2019,3,rajkot,1022919,1587889777.8
gujarat,2019,3,mahesana,1012086,1334187013.03
gujarat,2019,3,anand,955946,948614191.26
gujarat,2019,3,banas kantha,909575,1343558301.64
gujarat,2019,4,ahmadabad,15696056,29657904578.49
gujarat,2019,4,surat,4988183,9432189653.21
gujarat,2019,4,navsari,2986534,6831783124.75
gujarat,2019,4,vadodara,2908059,5087285259.82
gujarat,2019,4,gandhinagar,2081714,2917516449.83
gujarat,2019,4,bharuch,1324720,2217755667.57
gujarat,2019,4,mahesana,1166283,1805374816.07
gujarat,2019,4,rajkot,1134928,2127782298.91
gujarat,2019,4,banas kantha,1087381,1918665318.49
gujarat,2019,4,valsad,1028011,1666399666.23
gujarat,2020,1,ahmadabad,17950876,35559467147.64
gujarat,2020,1,surat,6801887,13770083573.57
gujarat,2020,1,vadodara,3398524,5791008308.34
gujarat,2020,1,gandhinagar,2337267,3378567424.98
gujarat,2020,1,bharuch,1525995,2487359207.97
gujarat,2020,1,banas kantha,1429235,2718891067.53
gujarat,2020,1,valsad,1342508,2197272850.23
gujarat,2020,1,rajkot,1339770,2664972202.04
gujarat,2020,1,kachchh,1305996,2617080218.98
gujarat,2020,1,mahesana,1294012,2067093335.31
gujarat,2020,2,ahmadabad,16430916,32731896547.15
gujarat,2020,2,surat,5654552,9378177062.81
gujarat,2020,2,vadodara,2796615,4621695376.57
gujarat,2020,2,gandhinagar,2039285,2913004123.58
gujarat,2020,2,banas kantha,1860625,3107051803.54
gujarat,2020,2,bharuch,1673375,2438983130.59
gujarat,2020,2,mahesana,1592579,2300168470.72
gujarat,2020,2,valsad,1498222,2040840946.32
gujarat,2020,2,kachchh,1428844,2663558233.32
gujarat,2020,2,rajkot,1360781,2344811087.11
gujarat,2020,3,ahmadabad,21769867,43364229618.72
gujarat,2020,3,surat,7272097,14667802723.39
gujarat,2020,3,vadodara,4247473,7377577452.23
gujarat,2020,3,gandhinagar,2828558,4509986129.97
gujarat,2020,3,bharuch,2145954,3492190237.85
gujarat,2020,3,banas kantha,2102221,4347810483.87
gujarat,2020,3,mahesana,1898909,3469191791.47
gujarat,2020,3,kachchh,1762816,3715321888.08
gujarat,2020,3,valsad,1743270,2801506603.42
gujarat,2020,3,rajkot,1490309,2995153084.63
gujarat,2020,4,ahmadabad,25926518,50995692377.19
gujarat,2020,4,surat,10950779,22483338828.3
gujarat,2020,4,vadodara,6066452,10175864216.1
gujarat,2020,4,gandhinagar,3802536,6260558379.01
gujarat,2020,4,bharuch,3243841,5265465828.68
gujarat,2020,4,banas kantha,2687464,5676878891.73
gujarat,2020,4,valsad,2565319,4183435576.35
gujarat,2020,4,mahesana,2473227,4748375062.21
gujarat,2020,4,kachchh,2405892,5163742799.02
gujarat,2020,4,rajkot,1980653,4184580562.74
gujarat,2021,1,ahmadabad,36857358,68688129153.58
gujarat,2021,1,surat,13429789,28261722802.55
gujarat,2021,1,vadodara,7191021,11925964623.06
gujarat,2021,1,gandhinagar,4275528,7290530767.26
gujarat,2021,1,bharuch,3420929,5756013890.91
gujarat,2021,1,banas kantha,2927080,6883945517.87
gujarat,2021,1,valsad,2745663,4775335083.74
gujarat,2021,1,kachchh,2664604,6036765372.93
gujarat,2021,1,mahesana,2587041,5454846785.51
gujarat,2021,1,rajkot,2278417,5057583315.41
gujarat,2021,2,ahmadabad,44173046,79437951666.15
gujarat,2021,2,surat,15230233,30756115155.74
gujarat,2021,2,vadodara,7847805,12902554421.65
gujarat,2021,2,gandhinagar,4552010,7835004938.19
gujarat,2021,2,bharuch,3937665,6464930552.56
gujarat,2021,2,banas kantha,3648428,8286069195.93
gujarat,2021,2,kachchh,3268191,7040086478.34
gujarat,2021,2,valsad,3236626,5434041159.76
gujarat,2021,2,mahesana,3118685,6292779692.2
gujarat,2021,2,rajkot,2675842,5707346831.24
gujarat,2021,3,ahmadabad,58611265,101760598132.07
gujarat,2021,3,surat,21214459,40838608900.14
gujarat,2021,3,vadodara,10555446,16336422910.9
gujarat,2021,3,gandhinagar,6318239,10546315790.96
gujarat,2021,3,bharuch,5280607,8322570348.52
gujarat,2021,3,banas kantha,4877149,11302732744.86
gujarat,2021,3,valsad,4434194,7173200940.39
gujarat,2021,3,kachchh,4378602,9001941152.86
gujarat,2021,3,mahesana,4085272,8371811502.23
gujarat,2021,3,rajkot,3586356,7726777654.64
gujarat,2021,4,ahmadabad,70075885,124559345468.32
gujarat,2021,4,surat,26358525,51244301661.34
gujarat,2021,4,vadodara,12675332,20051547592.84
gujarat,2021,4,gandhinagar,7658806,13063535935.92
gujarat,2021,4,bharuch,6671068,10647007113.47
gujarat,2021,4,banas kantha,6396725,14662295530.14
gujarat,2021,4,valsad,5798487,9554286592.78
gujarat,2021,4,kachchh,5470337,11281039516.17
gujarat,2021,4,mahesana,5022604,10719744656.89
gujarat,2021,4,rajkot,4398724,9808446763.92
gujarat,2022,1,ahmadabad,79952986,140746136456.3
gujarat,2022,1,surat,31199368,60384509134.18
gujarat,2022,1,vadodara,14343830,22232541228.7
gujarat,2022,1,gandhinagar,8605006,14673670632.36
gujarat,2022,1,banas kantha,7973644,18279879154.01
gujarat,2022,1,bharuch,7704075,12142511077.78
gujarat,2022,1,valsad,6673719,11065186874.37
gujarat,2022,1,kachchh,6493295,13234467234.41
gujarat,2022,1,mahesana,5772191,12148997855.25
gujarat,2022,1,rajkot,5044420,11183107357.25
gujarat,2022,2,ahmadabad,96453555,161506106645.95
gujarat,2022,2,surat,37371820,68525386888.44
gujarat,2022,2,vadodara,16566055,24927078678.27
gujarat,2022,2,gandhinagar,10158506,16650584409.35
gujarat,2022,2,banas kantha,9732655,20605533611.38
gujarat,2022,2,bharuch,8898927,13524403306.88
gujarat,2022,2,valsad,8033358,12554813235.05
gujarat,2022,2,kachchh,7934471,15334005512.23
gujarat,2022,2,mahesana,6831581,13686497405.84
gujarat,2022,2,rajkot,6063252,12629937169.82
gujarat,2022,3,ahmadabad,117574996,184255244712.72
gujarat,2022,3,surat,46500453,78304481289.11
gujarat,2022,3,vadodara,23318716,32733106034.53
gujarat,2022,3,bharuch,11270803,15949022077.72
gujarat,2022,3,banas kantha,11035119,22401495021.83
gujarat,2022,3,gandhinagar,10879868,17098915693.49
gujarat,2022,3,valsad,9633288,13905599408.86
gujarat,2022,3,kachchh,9375781,16533683640.31
gujarat,2022,3,rajkot,8053297,15206611341.2
gujarat,2022,3,mahesana,6403784,12429803356.67
gujarat,2022,4,ahmadabad,133174553,212037117715.35
gujarat,2022,4,surat,52037142,85923991746.92
gujarat,2022,4,vadodara,20968443,30304178848.5
gujarat,2022,4,bharuch,15879527,22486941029.83
gujarat,2022,4,banas kantha,12352158,25179922289.86
gujarat,2022,4,gandhinagar,12010565,19015449813.74
gujarat,2022,4,valsad,11103340,15842261457.57
gujarat,2022,4,kachchh,9617702,17113433243.31
gujarat,2022,4,rajkot,9260831,17834314868.94
gujarat,2022,4,mahesana,7160396,14173625244.24
gujarat,2023,1,ahmadabad,88124113,144675922269.0
gujarat,2023,1,surat,59319420,95572900783.0
gujarat,2023,1,vadodara,25446746,33703262986.0
gujarat,2023,1,banas kantha,20363171,39328998688.0
gujarat,2023,1,gandhinagar,19462874,28898357911.0
gujarat,2023,1,bharuch,17611455,23420620380.0
gujarat,2023,1,kachchh,15804575,26116703929.0
gujarat,2023,1,valsad,15422170,21497483690.0
gujarat,2023,1,mahesana,11768050,21693083051.0
gujarat,2023,1,rajkot,10331784,19918564828.0
gujarat,2023,2,ahmadabad,100889578,156288216607.0
gujarat,2023,2,surat,68998170,102075692702.0
gujarat,2023,2,vadodara,28126951,36036104419.0
gujarat,2023,2,banas kantha,23444277,42180609726.0
gujarat,2023,2,gandhinagar,22421756,31572312133.0
gujarat,2023,2,bharuch,20492081,25552850416.0
gujarat,2023,2,kachchh,18170694,27688475605.0
gujarat,2023,2,valsad,17817488,23874686294.0
gujarat,2023,2,mahesana,13635469,23684515815.0
gujarat,2023,2,rajkot,11886801,21473977466.0
gujarat,2023,3,ahmadabad,116119081,173450994467.0
gujarat,2023,3,surat,79742341,109145690441.0
gujarat,2023,3,vadodara,32705182,39197795542.0
gujarat,2023,3,banas kantha,27740530,49573677952.0
gujarat,2023,3,gandhinagar,26278985,35649946527.0
gujarat,2023,3,bharuch,23411273,27245590670.0
gujarat,2023,3,kachchh,21522506,30415694275.0
gujarat,2023,3,valsad,20283176,25031461480.0
gujarat,2023,3,mahesana,15541817,26723975165.0
gujarat,2023,3,rajkot,13691028,24000712020.0
gujarat,2023,4,ahmadabad,125267617,190761203190.0
gujarat,2023,4,surat,89306058,121540678231.0
gujarat,2023,4,vadodara,35268395,42648582739.0
gujarat,2023,4,banas kantha,32777092,56428699466.0
gujarat,2023,4,gandhinagar,28600724,39542236594.0
gujarat,2023,4,bharuch,26006725,30590024824.0
gujarat,2023,4,kachchh,24314313,34220033958.0
gujarat,2023,4,valsad,23727240,28875069638.0
gujarat,2023,4,mahesana,17716518,30965776190.0
gujarat,2023,4,rajkot,15005682,26723191144.0
gujarat,2024,1,ahmadabad,138618973,202027350496.0
gujarat,2024,1,surat,105034339,136364429380.0
gujarat,2024,1,banas kantha,40367961,67017735019.0
gujarat,2024,1,vadodara,38154382,44730428533.0
gujarat,2024,1,gandhinagar,31981660,42996191408.0
gujarat,2024,1,bharuch,29731992,33628152386.0
gujarat,2024,1,kachchh,28520642,38337066197.0
gujarat,2024,1,valsad,26915777,31771393972.0
gujarat,2024,1,mahesana,19982002,34099763013.0
gujarat,2024,1,rajkot,17046652,29191655098.0
gujarat,2024,2,ahmadabad,157085451,209800128254.0
gujarat,2024,2,surat,116817747,138377829482.0
gujarat,2024,2,banas kantha,47187704,71695240350.0
gujarat,2024,2,vadodara,42177608,46214118784.0
gujarat,2024,2,gandhinagar,36066761,45071516523.0
gujarat,2024,2,bharuch,33352178,34697652641.0
gujarat,2024,2,kachchh,33288260,40535534738.0
gujarat,2024,2,valsad,30477361,33612898778.0
gujarat,2024,2,mahesana,22895995,35987441959.0
gujarat,2024,2,rajkot,19838801,30859975152.0
gujarat,2024,3,ahmedabad,173598033,226309319538.0
gujarat,2024,3,surat,131338915,149408679144.0
gujarat,2024,3,banaskantha,49846225,75213400856.0
gujarat,2024,3,vadodara,45764067,48606072456.0
gujarat,2024,3,gandhinagar,40305705,49400488875.0
gujarat,2024,3,kachchh,37883930,43061801145.0
gujarat,2024,3,bharuch,36481569,36531930277.0
gujarat,2024,3,valsad,33155208,34776885282.0
gujarat,2024,3,mahesana,24924833,38776611681.0
gujarat,2024,3,rajkot,22375781,33430322107.0
gujarat,2024,4,ahmedabad,185220314,246066833488.0
gujarat,2024,4,surat,142200579,163867793231.0
gujarat,2024,4,banaskantha,55387961,86320299442.0
gujarat,2024,4,vadodara,50127445,53696544402.0
gujarat,2024,4,gandhinagar,43453209,54071233174.0
gujarat,2024,4,kachchh,41623911,48516542347.0
gujarat,2024,4,bharuch,39338070,40222070451.0
gujarat,2024,4,valsad,37119274,38976655683.0
gujarat,2024,4,mahesana,27610047,43655175627.0
gujarat,2024,4,rajkot,24338833,36861548184.0
haryana,2018,1,gurugram,1408070,2317083393.9
haryana,2018,1,faridabad,521939,772738359.19
haryana,2018,1,hisar,240517,355732765.75
haryana,2018,1,rewari,199418,280095218.85
haryana,2018,1,panipat,183960,263054774.74
haryana,2018,1,sonipat,178766,279804665.75
haryana,2018,1,karnal,169313,247718779.07
haryana,2018,1,sirsa,164867,164313975.87
haryana,2018,1,bhiwani,125150,190361119.4
haryana,2018,1,rohtak,121728,215207976.24
haryana,2018,2,gurugram,1893511,3604758914.74
haryana,2018,2,faridabad,698865,1211325239.47
haryana,2018,2,hisar,320500,627894549.27
haryana,2018,2,panipat,265754,440169913.37
haryana,2018,2,rewari,263194,453157049.13
haryana,2018,2,sonipat,253130,475518495.48
haryana,2018,2,sirsa,234948,288080253.2
haryana,2018,2,karnal,224254,430353501.62
haryana,2018,2,ambala,180500,352994750.89
haryana,2018,2,rohtak,179677,372787270.28
haryana,2018,3,gurugram,2877059,5115393851.99
haryana,2018,3,faridabad,1058983,1722572594.33
haryana,2018,3,hisar,390428,961080725.83
haryana,2018,3,rewari,350599,643047741.79
haryana,2018,3,panipat,331409,660571357.26
haryana,2018,3,sonipat,315829,689899150.95
haryana,2018,3,karnal,282956,594890203.97
haryana,2018,3,rohtak,242013,568546327.48
haryana,2018,3,ambala,233248,522223540.23
haryana,2018,3,sirsa,222321,409263123.87
haryana,2018,4,gurugram,4651606,7834266744.8
haryana,2018,4,faridabad,2271109,2832603200.58
haryana,2018,4,rewari,535609,1038332553.9
haryana,2018,4,hisar,511206,1476103125.58
haryana,2018,4,sonipat,428989,1037340218.17
haryana,2018,4,panipat,427930,960831966.99
haryana,2018,4,palwal,383775,672481291.54
haryana,2018,4,karnal,356327,883621789.49
haryana,2018,4,jhajjar,319972,741571573.93
haryana,2018,4,ambala,313017,778868451.26
haryana,2019,1,gurugram,8723777,10558099866.89
haryana,2019,1,faridabad,4020631,4128377201.44
haryana,2019,1,rewari,992599,1395914440.32
haryana,2019,1,palwal,719323,1032542809.36
haryana,2019,1,hisar,703750,1656524675.57
haryana,2019,1,sonipat,699422,1419939621.33
haryana,2019,1,panipat,685081,1414874465.04
haryana,2019,1,karnal,589011,1295083691.16
haryana,2019,1,rohtak,575222,1345411743.26
haryana,2019,1,jhajjar,548076,1042049466.28
haryana,2019,2,gurugram,8386864,11575310786.46
haryana,2019,2,faridabad,3523377,4505940224.12
haryana,2019,2,rohtak,1096201,2813329870.61
haryana,2019,2,panipat,1019615,2473242371.02
haryana,2019,2,rewari,889511,1639474281.25
haryana,2019,2,sonipat,888795,2100408323.28
haryana,2019,2,karnal,814251,2062725761.78
haryana,2019,2,hisar,761001,2054472611.49
haryana,2019,2,palwal,741633,1293085677.98
haryana,2019,2,jhajjar,569289,1308026488.61
haryana,2019,3,gurugram,11843666,15022524504.76
haryana,2019,3,faridabad,4701377,5869168552.23
haryana,2019,3,rewari,1206241,2010833861.51
haryana,2019,3,rohtak,1158516,3225248552.78
haryana,2019,3,panipat,1155825,2901827842.89
haryana,2019,3,sonipat,1066029,2495689739.74
haryana,2019,3,palwal,1061268,1687988450.12
haryana,2019,3,hisar,1055411,2558826214.56
haryana,2019,3,karnal,991286,2467996778.79
haryana,2019,3,jhajjar,755297,1642655006.42
haryana,2019,4,gurugram,14935865,19000424238.11
haryana,2019,4,faridabad,5358174,7782346423.81
haryana,2019,4,rewari,1538398,2831585559.8
haryana,2019,4,panipat,1437677,3870819294.79
haryana,2019,4,rohtak,1428337,4158625641.79
haryana,2019,4,sonipat,1368457,3347168252.77
haryana,2019,4,hisar,1309901,3351369912.81
haryana,2019,4,karnal,1280457,3322975421.68
haryana,2019,4,palwal,1273274,2370503274.37
haryana,2019,4,jhajjar,965474,2147473030.38
haryana,2020,1,gurugram,16484737,21152356889.05
haryana,2020,1,faridabad,5840117,8881105700.09
haryana,2020,1,sonipat,2016893,5091258326.48
haryana,2020,1,rohtak,1803076,5175066327.07
haryana,2020,1,panipat,1781967,4661669007.43
haryana,2020,1,rewari,1747564,3142595798.45
haryana,2020,1,palwal,1613263,3109146806.58
haryana,2020,1,karnal,1579733,4003478768.72
haryana,2020,1,hisar,1533724,3820470010.46
haryana,2020,1,mewat,1241283,3154872672.07
haryana,2020,2,gurugram,11284856,14426170120.9
haryana,2020,2,faridabad,5775792,8177450074.38
haryana,2020,2,palwal,2090627,3788124543.12
haryana,2020,2,sonipat,2067865,5016220638.1
haryana,2020,2,rohtak,2050920,5946541938.97
haryana,2020,2,rewari,2022132,3582603328.5
haryana,2020,2,panipat,2011582,5207544726.95
haryana,2020,2,hisar,1644838,4146210408.45
haryana,2020,2,karnal,1629574,4045109843.2
haryana,2020,2,mewat,1598705,3658746771.71
haryana,2020,3,gurugram,18098421,23437360421.86
haryana,2020,3,faridabad,8700173,13490214442.59
haryana,2020,3,rewari,3041169,5346067429.25
haryana,2020,3,sonipat,2922945,7024743099.01
haryana,2020,3,palwal,2672871,4869775358.8
haryana,2020,3,panipat,2334545,5809998640.79
haryana,2020,3,hisar,2209518,5761605477.77
haryana,2020,3,mewat,2107221,5099537212.93
haryana,2020,3,karnal,1955755,4578348863.26
haryana,2020,3,rohtak,1740356,4643691557.74
haryana,2020,4,gurugram,28192581,35629614077.01
haryana,2020,4,faridabad,12149079,19603646063.15
haryana,2020,4,rewari,4329508,8169865745.13
haryana,2020,4,sonipat,3721622,9010603701.96
haryana,2020,4,palwal,3692902,7333424919.07
haryana,2020,4,hisar,3190398,8738948858.68
haryana,2020,4,panipat,3059943,7874714735.94
haryana,2020,4,mewat,2948645,7484819524.78
haryana,2020,4,karnal,2527301,6152410695.7
haryana,2020,4,jhajjar,2429140,5544973431.46
haryana,2021,1,gurugram,31719830,39350276708.73
haryana,2021,1,faridabad,12970900,21241648453.92
haryana,2021,1,rewari,4385531,8303713646.8
haryana,2021,1,sonipat,4353956,9992974986.5
haryana,2021,1,palwal,3641453,7214450169.0
haryana,2021,1,hisar,3294765,8859730937.01
haryana,2021,1,panipat,3288095,7866864997.41
haryana,2021,1,mewat,3236320,8671355565.34
haryana,2021,1,karnal,2822406,6379825746.57
haryana,2021,1,rohtak,2708295,6792159646.75
haryana,2021,2,gurugram,32311326,39938868048.39
haryana,2021,2,faridabad,14467773,23831325859.81
haryana,2021,2,sonipat,5818055,12924700817.49
haryana,2021,2,rewari,5377720,9762169802.61
haryana,2021,2,panipat,4781725,10716524259.18
haryana,2021,2,palwal,4765916,9533885152.8
haryana,2021,2,hisar,4588374,11866795026.65
haryana,2021,2,mewat,4011429,9985192715.6
haryana,2021,2,rohtak,3586587,8769888644.6
haryana,2021,2,karnal,3501189,7822099240.65
haryana,2021,3,gurugram,47680658,55914389975.07
haryana,2021,3,faridabad,19367342,30608591108.26
haryana,2021,3,rewari,7225396,12146892237.73
haryana,2021,3,sonipat,7173052,14357121849.98
haryana,2021,3,panipat,6120958,12577188571.76
haryana,2021,3,palwal,5875612,10372287086.18
haryana,2021,3,hisar,5215891,12437366867.17
haryana,2021,3,mewat,5054460,11174788500.59
haryana,2021,3,rohtak,4615616,10168683402.05
haryana,2021,3,karnal,4403307,8835919266.38
haryana,2021,4,gurugram,56754843,69593103272.66
haryana,2021,4,faridabad,23169872,38292223252.23
haryana,2021,4,sonipat,8588386,18170993284.94
haryana,2021,4,rewari,8487387,15492946892.61
haryana,2021,4,panipat,7419868,16276012822.88
haryana,2021,4,palwal,7384842,13860018394.66
haryana,2021,4,mewat,6907605,14906046920.13
haryana,2021,4,hisar,6193863,16081687128.15
haryana,2021,4,rohtak,5544335,13098837015.97
haryana,2021,4,karnal,5416815,11527031601.8
haryana,2022,1,gurugram,63282822,77508209556.9
haryana,2022,1,faridabad,25918817,42896865210.62
haryana,2022,1,sonipat,9614092,19484490398.32
haryana,2022,1,rewari,9346086,16678823765.18
haryana,2022,1,panipat,9264902,19020193908.56
haryana,2022,1,mewat,8788025,17806136968.71
haryana,2022,1,palwal,8401353,15280812571.3
haryana,2022,1,hisar,7216543,18068574001.48
haryana,2022,1,rohtak,6268896,14421297234.33
haryana,2022,1,karnal,6097787,12324299904.91
haryana,2022,2,gurugram,79880852,92145454120.46
haryana,2022,2,faridabad,30409719,48406473821.0
haryana,2022,2,sonipat,11943138,22987659569.93
haryana,2022,2,rewari,11224593,19046645607.86
haryana,2022,2,panipat,10820296,21066063900.65
haryana,2022,2,mewat,10609222,20575618595.5
haryana,2022,2,palwal,9782307,17323076797.71
haryana,2022,2,hisar,8798889,20864338832.47
haryana,2022,2,rohtak,7714114,16685032554.58
haryana,2022,2,karnal,7462000,14355989091.57
haryana,2022,3,gurugram,87103856,99360193857.47
haryana,2022,3,faridabad,31002825,46163415393.39
haryana,2022,3,sonipat,16738938,29152136081.77
haryana,2022,3,hisar,15314209,30005386061.12
haryana,2022,3,panipat,13837300,24633921100.89
haryana,2022,3,rewari,12015067,19436985212.74
haryana,2022,3,palwal,11032395,17956834811.92
haryana,2022,3,mewat,10832560,19134475751.36
haryana,2022,3,rohtak,9939686,18965127888.07
haryana,2022,3,karnal,9139842,16912349321.59
haryana,2022,4,gurugram,92493335,107046551341.78
haryana,2022,4,faridabad,33161524,49923713557.16
haryana,2022,4,sonipat,17683407,32605509131.39
haryana,2022,4,hisar,16862076,34368965296.5
haryana,2022,4,rohtak,14350357,27248544247.19
haryana,2022,4,rewari,13324092,22585777499.59
haryana,2022,4,palwal,13114018,21856737361.77
haryana,2022,4,panipat,12217738,23682687583.54
haryana,2022,4,karnal,12214724,23383107604.31
haryana,2022,4,mewat,11181774,20507941017.88
haryana,2023,1,gurugram,139674963,149429170153.0
haryana,2023,1,faridabad,53175744,76414257465.0
haryana,2023,1,mewat,19821886,34386439914.0
haryana,2023,1,rewari,19315925,31293744915.0
haryana,2023,1,palwal,18488944,29954221651.0
haryana,2023,1,sonipat,14926351,27671143422.0
haryana,2023,1,hisar,13701000,30219366691.0
haryana,2023,1,jhajjar,12217709,23051039608.0
haryana,2023,1,panipat,10810722,20832156394.0
haryana,2023,1,mahendragarh,9912656,20183169351.0
haryana,2023,2,gurugram,168827725,167788722810.0
haryana,2023,2,faridabad,62235387,82469498511.0
haryana,2023,2,mewat,24567537,39427690839.0
haryana,2023,2,rewari,23333100,34976781377.0
haryana,2023,2,palwal,22095549,33459783079.0
haryana,2023,2,sonipat,18352363,31280283056.0
haryana,2023,2,hisar,16085808,33933659480.0
haryana,2023,2,jhajjar,14793013,26202080272.0
haryana,2023,2,panipat,13037367,23049537864.0
haryana,2023,2,mahendragarh,12061191,22742640627.0
haryana,2023,3,gurugram,188985975,179654213171.0
haryana,2023,3,faridabad,66682736,85332036120.0
haryana,2023,3,rewari,26636621,36790267491.0
haryana,2023,3,palwal,22985522,32341536595.0
haryana,2023,3,mewat,21207864,33007216065.0
haryana,2023,3,sonipat,21154223,32882849453.0
haryana,2023,3,hisar,18073013,35148922011.0
haryana,2023,3,jhajjar,16858845,27109243755.0
haryana,2023,3,panipat,15202667,24746289923.0
haryana,2023,3,rohtak,13369559,24254493149.0
haryana,2023,4,gurugram,200753426,196708697020.0
haryana,2023,4,faridabad,77144627,98044262238.0
