state,year,quarter,latitude,longitude,metric,label
rajasthan,2021,3,26.330504781657613,73.82426211435131,2.0,pali district
uttar-pradesh,2020,4,27.098066872292577,79.44225927224495,1.0,kannauj district
uttar-pradesh,2022,3,26.86930238185579,82.18767759796764,2.0,gonda district
andhra-pradesh,2024,2,13.299760974493015,79.56596325253265,40.0,chittoor district
andhra-pradesh,2024,3,17.408122588861282,82.62133105703178,5.0,anakapalli district
gujarat,2024,3,24.494494312294197,72.18307710144097,1.0,banaskantha district
telangana,2022,3,17.42459091501912,79.36345173950215,1.0,yadadri bhuvanagiri district
uttar-pradesh,2024,1,26.500338553493357,79.83527668111408,5.0,kanpur dehat district
rajasthan,2022,1,29.48093048055327,74.05938718735511,8.0,hanumangarh district
karnataka,2022,2,13.726435370119198,75.62662797368989,12.0,shivamogga district
telangana,2022,3,19.13930033917099,78.11653089466729,2.0,nirmal district
nagaland,2021,3,25.555979398119455,94.76398112740796,1.0,phek district
odisha,2020,3,21.561469831548106,86.98743256427319,5.0,baleshwar district
west-bengal,2021,3,23.047767172837943,88.50333806228032,4.0,nadia district
madhya-pradesh,2023,2,23.046584197242783,78.7759558512489,1.0,narsinghpur district
jammu-&-kashmir,2023,1,33.39473549312417,74.4701475475456,1.0,rajouri district
himachal-pradesh,2022,4,32.02358785158576,76.73942370312189,2.0,mandi district
karnataka,2024,2,12.922894080758352,78.2191320034372,1.0,kolar district
maharashtra,2024,1,18.72633603639963,75.90567529309948,1.0,beed district
rajasthan,2024,1,27.76842873991848,77.20027453793233,14.0,bharatpur district
himachal-pradesh,2024,3,32.55092615787628,76.2652908581448,1.0,chamba district
rajasthan,2024,2,25.187145706017763,72.58554740541952,9.0,jalore district
uttar-pradesh,2022,4,28.60688555271,79.04755586880428,1.0,rampur district
rajasthan,2024,4,27.50258737307639,70.97251225785524,1.0,jaisalmer district
uttar-pradesh,2023,3,27.61649070967492,80.84884983405367,1.0,sitapur district
himachal-pradesh,2023,4,32.00109724205668,76.32320417856843,2.0,kangra district
assam,2022,3,24.520232262962654,92.5643773013728,4.0,hailakandi district
uttar-pradesh,2024,3,26.48866802311489,79.8688836966946,1.0,kanpur dehat district
odisha,2020,2,19.015854477968453,84.45402129453336,2.0,ganjam district
haryana,2022,1,28.46689195318892,76.7278803133009,1.0,gurugram district
maharashtra,2021,1,21.353953312651395,80.08142917150316,1.0,gondia district
karnataka,2024,2,16.640014213156764,76.35794005782289,1.0,vijayapura district
uttar-pradesh,2022,3,25.43872540356801,81.7841702924854,180.0,prayagraj district
karnataka,2024,3,14.39789129961496,76.43895486617586,1.0,chitradurga district
jharkhand,2022,4,23.34101887492615,84.89326864994867,1.0,lohardaga district
rajasthan,2021,3,26.48726244423769,77.00462604267338,2.0,karauli district
tamil-nadu,2021,4,11.983145967471376,79.79044745099883,9.0,viluppuram district
chhattisgarh,2024,1,21.494848831577716,82.30720131670176,1.0,baloda bazar district
kerala,2024,2,10.866659660079238,76.50835619494828,18.0,palakkad district
madhya-pradesh,2024,2,24.493070143295625,81.49928841516527,7.0,rewa district
punjab,2021,2,32.313080903043186,75.73133421000526,3.0,pathankot district
gujarat,2022,3,23.41660751783646,72.39622386828997,8.0,mahesana district
karnataka,2024,2,16.435225627822746,74.59904917690314,15.0,belagavi district
uttar-pradesh,2023,4,27.132947958636976,79.44225927224495,1.0,kannauj district
gujarat,2022,2,20.8823977686524,73.28243314011549,1.0,surat district
gujarat,2023,4,20.707747217579985,73.15266233724229,1.0,navsari district
madhya-pradesh,2022,2,22.274930979081567,74.3646122414788,1.0,alirajpur district
tamil-nadu,2023,4,12.676295521897725,80.19308589963396,14.0,chengalpattu district
madhya-pradesh,2024,1,22.838629217390856,75.64990253685966,2.0,indore district
madhya-pradesh,2024,1,22.43273714143213,79.98081434509912,2.0,seoni district
uttar-pradesh,2021,2,25.78208514690202,81.22434444847565,2.0,fatehpur district
chhattisgarh,2024,1,21.38204925146966,82.95553289637485,2.0,mahasamund district
tamil-nadu,2023,4,10.69605320661203,77.43003569904403,3.0,tiruppur district
rajasthan,2021,1,25.99599967333009,76.20735245545293,2.0,sawai madhopur district
karnataka,2023,1,14.63902253160292,74.31768764854306,8.0,uttara kannada district
telangana,2024,2,17.032570727781728,78.38991078921848,3.0,rangareddy district
odisha,2022,1,20.72846976303973,86.38328541854423,3.0,jajapur district
odisha,2021,4,19.603920970042594,84.6949770486526,2.0,ganjam district
telangana,2020,2,17.693591751585075,80.03672588989679,6.0,mahabubabad district
rajasthan,2024,1,25.28101144938524,72.1475369878683,2.0,jalore district
chhattisgarh,2023,3,20.364962811730862,81.68568083681541,1.0,kanker district
uttar-pradesh,2022,3,26.733263360260366,84.24368494056702,1.0,kushinagar district
jharkhand,2020,4,24.24737709880635,85.41176077430904,1.0,hazaribagh district
bihar,2021,3,24.96804851209517,84.96614904724181,11.0,gaya district
uttar-pradesh,2022,3,27.511976210144407,77.84244563141633,3.0,mathura district
rajasthan,2023,2,26.435594496436742,76.9470219563662,2.0,karauli district
assam,2023,4,26.387516089187628,90.79608045610917,6.0,bongaigaon district
telangana,2021,4,16.47382764462636,78.78728760294132,1.0,nagarkurnool district
tamil-nadu,2024,1,12.571179787092277,78.70793806778147,6.0,tirupathur district
rajasthan,2024,2,24.77019533623802,71.81562439583637,1.0,jalore district
telangana,2023,4,17.80244332222972,78.80994719845616,1.0,siddipet district
bihar,2021,1,27.10108455183323,84.64268061502929,3.0,pashchim champaran district
uttarakhand,2024,1,29.4768959216128,79.8688836966946,1.0,almora district
kerala,2021,2,9.113161306370358,76.9470219563662,1.0,kollam district
tamil-nadu,2022,4,12.199292613103587,78.44677445002056,1.0,krishnagiri district
kerala,2021,1,10.020280955776077,76.23053081508246,3.0,ernakulam district
kerala,2023,2,12.261031604898188,75.1136721058433,46.0,kasaragod district
telangana,2023,2,18.595133557418407,78.93448140411583,5.0,jagtial district
maharashtra,2024,4,19.3098876944648,73.24704857915732,1.0,thane district
jammu-&-kashmir,2024,3,33.17036344267119,75.04359164882531,1.0,reasi district
haryana,2022,1,29.73926996359138,76.33478381722806,2.0,kaithal district
uttar-pradesh,2022,2,28.784664853385063,78.93448140411583,6.0,moradabad district
odisha,2023,2,21.95904269745065,86.06825322426567,12.0,mayurbhanj district
karnataka,2024,2,12.340312658905548,75.71970391561408,9.0,kodagu district
assam,2024,4,26.96176372011397,93.87062081163369,4.0,lakhimpur district
tamil-nadu,2022,4,11.68210109991281,77.8881747095685,9.0,salem district
nagaland,2023,2,25.646567579178274,93.66739415782293,1.0,peren district
himachal-pradesh,2024,4,31.252051694768618,76.97006685839166,4.0,solan district
west-bengal,2021,4,23.648634728164105,87.18715370283034,24.0,paschim bardhaman district
tamil-nadu,2023,2,10.810446960898334,79.27330396061865,2.0,thanjavur district
madhya-pradesh,2023,1,21.87465464038108,75.68480742027995,2.0,khargone district
andhra-pradesh,2022,1,14.434078395920276,78.85525072171558,5.0,ysr district
rajasthan,2023,1,27.84785476068124,76.73942370312189,3.0,alwar district
karnataka,2024,3,17.15057897063569,76.91244646228988,1.0,kalaburagi district
odisha,2023,4,20.268638231690097,86.04786176052946,2.0,cuttack district
gujarat,2024,3,20.35099534858283,73.04643092224194,5.0,valsad district
ladakh,2023,3,33.5898064111543,78.63987373291224,2.0,leh ladakh district
jharkhand,2022,3,23.886711993898334,83.9055997249662,2.0,garhwa district
gujarat,2023,3,22.116706609991702,73.1408612805247,3.0,vadodara district
uttar-pradesh,2021,1,25.958143260450637,80.13727570208493,2.0,hamirpur district
odisha,2020,4,19.081256014424792,84.66360489022308,3.0,ganjam district
madhya-pradesh,2024,2,24.36970983722857,80.24885961180628,1.0,panna district
maharashtra,2022,3,19.6335516315831,77.97957528196983,1.0,yavatmal district
gujarat,2023,4,21.63282298290533,70.49674407576104,4.0,junagadh district
karnataka,2023,2,16.28224730999041,75.4985520602094,1.0,bagalkote district
rajasthan,2023,4,27.196992193729468,76.92397271060467,3.0,alwar district
karnataka,2023,3,12.16172668838945,75.75459198409732,1.0,kodagu district
rajasthan,2021,3,25.62486105983748,73.98887973002672,1.0,rajsamand district
odisha,2023,2,20.540675685019277,85.49426672798212,4.0,dhenkanal district
uttar-pradesh,2023,2,25.967508408150906,81.7841702924854,5.0,pratapgarh district
karnataka,2023,1,14.73607046631625,74.22380201337529,16.0,uttara kannada district
karnataka,2022,3,14.912598070031372,74.35288224042168,3.0,uttara kannada district
himachal-pradesh,2022,4,31.71325599149161,76.33478381722806,5.0,hamirpur district
assam,2023,3,26.731930240725443,92.58420623899988,10.0,sonitpur district
tamil-nadu,2022,4,10.589207827162808,77.24626284355908,115.0,tiruppur district
meghalaya,2020,3,25.223100187996405,92.38629886868644,1.0,east jaintia hills district
chhattisgarh,2022,4,22.30204320625141,83.13809545209652,3.0,raigarh district
karnataka,2021,4,14.604403899934452,74.99685427663076,1.0,uttara kannada district
rajasthan,2023,4,27.829932786446467,75.98696089865172,1.0,sikar district
bihar,2023,3,25.35628215686252,85.65889985855006,2.0,patna district
west-bengal,2020,3,22.567821712984056,88.17304266634669,15.0,howrah district
kerala,2021,1,9.489035827604791,76.83173251222411,3.0,kottayam district
andhra-pradesh,2021,2,16.62679492971631,80.43821528048849,11.0,krishna district
tamil-nadu,2022,4,9.163722851035724,78.42403276550921,3.0,ramanathapuram district
rajasthan,2024,2,26.948653456248344,72.24230081781937,1.0,jodhpur district
uttar-pradesh,2022,2,28.907353007168638,77.70514426192459,47.0,meerut district
jharkhand,2024,4,24.032427991858786,84.9869546942003,3.0,chatra district
jharkhand,2023,1,24.32871133398197,83.97971732130083,3.0,palamu district
tamil-nadu,2023,4,11.026002494419163,79.38597503411559,9.0,thanjavur district
rajasthan,2024,1,26.59155396631944,74.78636983104354,2.0,ajmer district
uttar-pradesh,2020,4,29.24633009319125,78.7192776053527,2.0,moradabad district
maharashtra,2022,2,21.45866166881015,78.25331016223771,23.0,amravati district
tamil-nadu,2021,1,13.23736470773224,80.28230626291116,14.0,thiruvallur district
uttar-pradesh,2022,2,25.66406606255715,84.00087723658808,1.0,ballia district
andhra-pradesh,2024,4,17.02546705955239,81.54318721532755,15.0,east godavari district
jharkhand,2023,2,22.443355036776374,86.42379234230407,5.0,east singhbhum district
maharashtra,2022,4,20.939975433154057,77.72803964967561,50.0,amravati district
rajasthan,2023,4,24.81829844474417,73.57708011349173,1.0,udaipur district
assam,2020,3,27.171855017372568,93.92155406855686,3.0,lakhimpur district
bihar,2021,2,24.95123090990576,85.98663903217461,4.0,jamui district
rajasthan,2023,1,26.1214052939041,76.07980055244632,1.0,sawai madhopur district
jharkhand,2021,4,22.869894442664343,84.65314370231029,1.0,gumla district
jharkhand,2024,1,23.819298567672643,86.26156888964842,57.0,dhanbad district
uttarakhand,2024,4,29.74353742592537,79.04755586880428,1.0,pauri garhwal district
odisha,2020,4,20.659237476651118,82.98778657910421,1.0,balangir district
haryana,2022,3,30.01204009232074,76.87786123226277,10.0,kurukshetra district
bihar,2023,1,25.10942235959868,86.63591590963328,2.0,munger district
maharashtra,2023,3,20.092411083600048,74.99685427663076,1.0,aurangabad district
gujarat,2024,4,24.020554419738957,72.33703284595144,12.0,banaskantha district
bihar,2022,2,26.454505548685237,86.54511666035863,2.0,madhubani district
tamil-nadu,2021,3,9.83953478757061,78.02524660458907,7.0,madurai district
rajasthan,2021,1,28.09829579398745,76.83173251222411,43.0,alwar district
jharkhand,2022,1,23.823363152259443,86.42379234230407,35.0,dhanbad district
uttar-pradesh,2024,2,28.49461528720014,77.37263787068873,4.0,gautam buddha nagar district
uttar-pradesh,2020,3,27.07600699036533,83.49102419766575,1.0,maharajganj district
bihar,2024,4,26.720508009469317,85.15312162928252,5.0,purbi champaran district
uttarakhand,2023,3,30.055801194628813,78.95710689027781,2.0,pauri garhwal district
west-bengal,2021,1,23.284084147199472,88.30935165928999,2.0,purba bardhaman district
maharashtra,2023,2,18.56225211261121,74.16509908485864,2.0,pune district
uttarakhand,2024,4,28.887451388090927,79.52099936213783,23.0,udham singh nagar district
tamil-nadu,2023,2,10.597541743088929,78.01383059152127,1.0,dindigul district
west-bengal,2024,1,26.46781788033446,88.84070373597993,8.0,jalpaiguri district
rajasthan,2024,3,27.186353740313823,73.37676413753454,3.0,nagaur district
madhya-pradesh,2024,4,21.669030792638768,80.02554646065153,1.0,balaghat district
west-bengal,2022,2,23.632560341242936,87.65318049494111,2.0,birbhum district
maharashtra,2022,4,17.02211745814416,75.07863573282911,1.0,sangli district
karnataka,2023,1,12.745630153979278,75.19539343488115,2.0,dakshina kannada district
gujarat,2024,1,22.33434504496615,71.59019857328981,1.0,botad district
haryana,2021,3,28.68313066257468,76.48522653528333,1.0,jhajjar district
bihar,2020,3,26.316381776570783,87.95798476206618,2.0,kishanganj district
andhra-pradesh,2020,4,16.568079754852107,82.11151185821876,1.0,east godavari district
rajasthan,2022,3,27.727339717285624,74.70444252806931,6.0,churu district
maharashtra,2021,3,19.92568081914353,76.21894213408252,1.0,buldhana district
lakshadweep,2023,1,10.063954683162272,73.64773418792493,1.0,lakshadweep district
rajasthan,2022,2,25.8367011827436,73.32960372721051,1.0,pali district
tamil-nadu,2023,2,10.72826862610265,77.40707998928626,1.0,tiruppur district
jammu-&-kashmir,2023,3,34.118044595390565,74.66931864786886,9.0,budgam district
telangana,2023,2,16.756644417427925,77.64788523069338,3.0,narayanpet district
andhra-pradesh,2022,2,16.915507353608046,81.43339229091151,1.0,west godavari district
bihar,2022,1,25.893792544798394,87.38603447750786,1.0,purnia district
jharkhand,2024,4,23.27414809531356,85.40143868428044,17.0,ranchi district
rajasthan,2023,4,27.091408348276776,77.38411971559434,7.0,bharatpur district
rajasthan,2023,1,28.091346883452054,73.73013313667236,1.0,bikaner district
rajasthan,2022,2,27.484026229196928,75.9753515655157,1.0,sikar district
jammu-&-kashmir,2024,4,32.55776979912216,74.78636983104354,14.0,jammu district
madhya-pradesh,2021,2,23.53852084597477,77.68224416891094,1.0,vidisha district
punjab,2024,2,30.473288076102666,76.1030006883436,4.0,patiala district
madhya-pradesh,2024,4,24.91876239270829,79.67827548785871,1.0,chhatarpur district
jharkhand,2023,4,24.005887780587024,86.6258353357258,1.0,jamtara district
uttar-pradesh,2024,4,25.84955241123664,79.11533670045316,1.0,jhansi district
punjab,2021,4,31.18224726098016,75.9985692625754,6.0,shahid bhagat singh nagar district
haryana,2024,1,29.287852393078648,76.36951665693532,5.0,jind district
uttar-pradesh,2024,2,28.506277305232164,80.1261092977288,5.0,pilibhit district
odisha,2023,2,20.239906220547137,82.56727270547317,3.0,nuapada district
assam,2024,4,26.470019190178384,90.83416243434262,9.0,barpeta district
west-bengal,2024,4,23.79826120758664,88.56136340578877,2.0,nadia district
karnataka,2024,4,13.128479436371014,77.08522582470204,3.0,ramanagara district
telangana,2024,4,17.17934793594943,78.11653089466729,4.0,rangareddy district
rajasthan,2024,4,24.557001410658607,77.00462604267338,1.0,baran district
telangana,2024,1,16.66699987315344,78.91185064194453,45.0,nalgonda district
tripura,2024,1,23.51156056343753,91.53538930341983,4.0,gomati district
tamil-nadu,2023,3,12.579581250033009,78.62852517102334,8.0,tirupathur district
gujarat,2024,3,23.947769288588702,72.81018874044202,1.0,mahesana district
tamil-nadu,2022,1,8.522083954494782,77.6593393814543,2.0,tirunelveli district
karnataka,2023,1,14.473474372534616,76.76250729867353,1.0,chitradurga district
west-bengal,2023,3,22.99879058488812,88.36763925689654,24.0,hooghly district
karnataka,2024,3,14.40048070603456,76.28845920608694,7.0,davanagere district
manipur,2021,2,24.389968574046502,93.70797449541809,1.0,churachandpur district
gujarat,2024,3,22.493298652688075,72.17123088418569,1.0,ahmedabad district
haryana,2024,4,29.223707564159053,75.9753515655157,10.0,hisar district
andhra-pradesh,2021,4,13.978582733933903,78.91185064194453,6.0,ysr district
karnataka,2022,4,14.830808582644435,75.51019989878472,1.0,haveri district
kerala,2021,2,11.529611282613835,76.24211849703654,1.0,wayanad district
bihar,2021,1,25.170442107852757,85.36013070374008,7.0,nalanda district
madhya-pradesh,2023,3,23.90650575460608,75.13702538455122,2.0,mandsaur district
jharkhand,2024,1,24.23083600962534,87.17718755698638,1.0,dumka district
west-bengal,2024,4,26.651794683538142,88.32878957469845,28.0,darjeeling district
uttarakhand,2024,3,29.65482360247317,79.08145229532282,2.0,almora district
uttar-pradesh,2023,3,26.882411869931094,80.3268812242327,2.0,unnao district
uttar-pradesh,2024,3,28.111722641015323,79.20563608018333,9.0,budaun district
andhra-pradesh,2021,4,15.784500057305555,78.02524660458907,239.0,kurnool district
andhra-pradesh,2022,4,17.85005442958989,83.12737051811361,3.0,vizianagaram district
maharashtra,2024,4,18.62010063203532,77.16577158261566,13.0,latur district
andhra-pradesh,2022,4,14.019695982153896,79.57720075271835,1.0,spsr nellore district
uttar-pradesh,2024,2,26.57114085002553,82.52399531168336,3.0,ambedkar nagar district
rajasthan,2020,4,28.05722326552725,76.41581287924114,8.0,alwar district
assam,2023,2,26.14802558281406,92.24827054792308,1.0,marigaon district
jharkhand,2024,3,22.492079255231868,86.46426655681547,11.0,east singhbhum district
maharashtra,2020,2,18.910137553663105,76.1841701109717,1.0,beed district
tamil-nadu,2023,1,9.850254171522174,78.6852551146519,1.0,sivaganga district
kerala,2023,1,11.553379569301365,76.04499299765236,31.0,wayanad district
jammu-&-kashmir,2024,3,34.1435102447572,74.52875102323281,1.0,baramulla district
tamil-nadu,2022,3,8.575936314822263,77.6593393814543,3.0,tirunelveli district
gujarat,2021,4,23.401777724812888,72.66833327351978,1.0,gandhinagar district
jammu-&-kashmir,2022,4,33.050451645405104,74.43497608389333,1.0,mirpur district
gujarat,2024,2,21.60290078705607,70.73468873356975,1.0,junagadh district
west-bengal,2021,4,26.51721384244933,89.15631149435929,2.0,koch bihar district
kerala,2023,1,11.072786675712509,76.1841701109717,42.0,malappuram district
bihar,2022,4,27.041624762258728,84.61127996609257,5.0,pashchim champaran district
karnataka,2022,4,15.998318050508114,76.58927739382993,1.0,raichur district
madhya-pradesh,2020,2,24.09888994696196,82.5456374161248,1.0,singrauli district
karnataka,2024,1,16.117577449328582,75.1136721058433,2.0,belagavi district
assam,2022,2,26.125456617818188,92.17941359271556,1.0,marigaon district
madhya-pradesh,2022,3,22.742478750243773,74.51703189801667,1.0,jhabua district
tamil-nadu,2024,1,12.338527265845254,79.36345173950215,5.0,viluppuram district
maharashtra,2021,4,20.631234463270488,74.78636983104354,1.0,nashik district
andhra-pradesh,2021,1,17.45434032741051,82.92326352078148,4.0,visakhapatnam district
karnataka,2023,2,13.738559627018704,76.84326630377865,1.0,tumakuru district
west-bengal,2022,3,26.63383393261504,88.95574983296629,1.0,jalpaiguri district
maharashtra,2024,2,20.49170630295988,73.98887973002672,14.0,nashik district
gujarat,2022,3,21.853585939038407,69.80613283736758,1.0,porbandar district
kerala,2024,4,9.699454489348494,76.92397271060467,5.0,idukki district
bihar,2024,1,26.29702154620677,84.83072484230773,10.0,purbi champaran district
bihar,2020,4,26.324575784612737,86.53501757685643,1.0,madhubani district
odisha,2024,4,20.960797810123974,86.13955977836042,10.0,jajpur district
maharashtra,2023,2,19.33661707516631,76.75096603204443,1.0,parbhani district
assam,2024,4,26.67987476259733,92.82281244301362,26.0,sonitpur district
punjab,2024,4,31.36113106248697,74.83316741970363,1.0,tarn taran district
assam,2022,3,27.001569085631505,92.6536741749731,1.0,sonitpur district
west-bengal,2023,2,23.23090646554145,87.85988606143559,333.0,purba bardhaman district
kerala,2023,3,9.73139033284071,77.20027453793233,3.0,idukki district
chhattisgarh,2024,4,20.945018554345523,81.69663059424752,7.0,dhamtari district
karnataka,2022,2,15.44237777146719,74.29422077815647,1.0,uttara kannada district
telangana,2020,3,17.006151385714656,79.16049714761834,2.0,nalgonda district
madhya-pradesh,2024,3,23.27227486053932,77.14276404918557,1.0,sehore district
tamil-nadu,2024,2,11.12040307777884,79.52099936213783,3.0,thanjavur district
bihar,2023,2,26.282220853289147,85.08048456206507,1.0,muzaffarpur district
bihar,2021,1,26.57526626935139,84.6949770486526,2.0,purbi champaran district
rajasthan,2024,1,26.90653295256526,73.84778739924586,1.0,nagaur district
chhattisgarh,2024,3,18.53666133216873,80.94841948354957,1.0,bijapur district
gujarat,2023,3,21.728265351848304,72.01718622633405,6.0,bhavnagar district
punjab,2020,4,30.43780175105956,74.89164580725823,2.0,faridkot district
kerala,2024,2,11.665714046800709,75.62662797368989,72.0,kozhikode district
andhra-pradesh,2020,4,13.224846155616746,78.62852517102334,1.0,chittoor district
jammu-&-kashmir,2023,2,33.08430502396697,74.8799517907351,2.0,reasi district
maharashtra,2020,3,19.014793995910747,73.04643092224194,235.0,raigad district
west-bengal,2024,3,26.56835073874644,88.25098567594014,26.0,darjeeling district
kerala,2024,2,10.193696178195944,76.1841701109717,141.0,thrissur district
karnataka,2022,3,16.50950691448694,75.62662797368989,2.0,vijayapura district
odisha,2023,2,22.093513436169275,85.29810996586271,2.0,kendujhar district
uttar-pradesh,2021,1,28.899958563270804,77.6593393814543,16.0,meerut district
west-bengal,2024,2,21.94434986451631,87.85988606143559,4.0,purba medinipur district
madhya-pradesh,2020,4,22.10913632645412,74.2120629207231,1.0,alirajpur district
karnataka,2024,3,15.530739040213156,76.64704699668393,5.0,koppal district
uttar-pradesh,2020,4,28.592508325271897,77.31521162026735,83.0,gautam buddha nagar district
rajasthan,2022,2,26.195909615684062,75.44029926156757,2.0,tonk district
maharashtra,2023,1,17.912011228346277,74.66931864786886,4.0,solapur district
maharashtra,2020,3,17.837101943818947,75.48690331265851,3.0,solapur district
maharashtra,2022,4,18.92278725594226,75.7429635666445,2.0,beed district
karnataka,2022,3,16.481765786003432,74.30595459327702,1.0,belagavi district
himachal-pradesh,2023,1,31.072438380241472,77.08522582470204,4.0,shimla district
uttar-pradesh,2024,3,27.53411064211012,78.23052596139479,5.0,hathras district
maharashtra,2023,4,19.555797428548733,75.10199417404296,1.0,ahmednagar district
maharashtra,2023,3,20.760022153009224,77.67079236131143,2.0,amravati district
karnataka,2023,1,15.14315657158776,77.06220280750642,2.0,ballari district
chhattisgarh,2023,3,22.215601031872243,83.34153342076118,1.0,raigarh district
tamil-nadu,2024,4,9.381455923064037,77.7738162661549,2.0,virudhunagar district
rajasthan,2022,2,24.43776578509831,73.57708011349173,1.0,udaipur district
tamil-nadu,2024,3,12.093024645519725,79.74559557818245,3.0,viluppuram district
karnataka,2022,4,14.790797892766507,74.72785440079278,1.0,uttara kannada district
uttar-pradesh,2024,2,26.923324767719038,83.23454048433712,4.0,gorakhpur district
karnataka,2023,4,16.90986356928605,75.91729041155865,1.0,vijayapura district
andhra-pradesh,2021,3,18.681486421343656,83.61887932110525,1.0,srikakulam district
maharashtra,2024,3,21.259697484955097,78.7759558512489,4.0,nagpur district
madhya-pradesh,2020,4,23.631380754733808,78.58311809680983,1.0,sagar district
assam,2024,4,27.07614225907169,94.74327629055313,2.0,sivasagar district
maharashtra,2024,2,20.31155168089647,74.71614887015095,1.0,nashik district
haryana,2020,3,28.467666864068978,76.97006685839166,69.0,gurugram district
west-bengal,2023,2,23.788354955828183,87.7320367624887,1.0,birbhum district
rajasthan,2023,4,27.198822507807503,73.70659399244202,52.0,nagaur district
punjab,2023,4,30.12378914899273,74.89164580725823,3.0,bathinda district
maharashtra,2022,4,19.54972598481224,77.44151183903392,1.0,hingoli district
bihar,2024,1,25.2721816950953,86.50470801259432,1.0,munger district
telangana,2021,3,17.48754670687414,80.85991926425709,1.0,bhadradri kothagudem district
tamil-nadu,2021,3,10.987359874181362,76.73942370312189,2.0,coimbatore district
telangana,2023,2,18.22902526472391,78.91185064194453,11.0,siddipet district
tamil-nadu,2022,2,8.936955039789746,77.47593338307468,2.0,tenkasi district
madhya-pradesh,2024,2,22.095298463381816,75.94051776509095,1.0,khargone district
himachal-pradesh,2024,1,31.233132356709948,77.56767350389504,1.0,shimla district
madhya-pradesh,2022,2,23.37926797759119,79.85768278035899,1.0,jabalpur district
kerala,2021,3,9.586559126399164,77.11975207803401,1.0,idukki district
madhya-pradesh,2020,4,23.977115869765125,75.9985692625754,1.0,agar malwa district
chhattisgarh,2023,2,20.355831532639023,81.25738987601223,3.0,kanker district
andhra-pradesh,2022,4,13.160942540017592,79.25075341651123,3.0,chittoor district
madhya-pradesh,2022,1,22.845987907694692,75.85920524130329,10.0,indore district
himachal-pradesh,2024,1,32.58368009443445,76.16098379297722,4.0,chamba district
karnataka,2021,2,14.081770385427175,76.68169617295068,1.0,chitradurga district
assam,2021,3,26.45249041742781,91.53538930341983,1.0,nalbari district
maharashtra,2022,3,19.4058058740343,74.97348050527863,1.0,ahmednagar district
uttarakhand,2024,3,29.128756420881324,79.23947611153497,2.0,udham singh nagar district
uttar-pradesh,2020,4,26.638289329167648,83.12737051811361,2.0,gorakhpur district
jharkhand,2022,1,24.30336202366721,84.26475223822136,1.0,palamu district
tamil-nadu,2024,4,12.065767617992222,78.48087750095107,10.0,dharmapuri district
west-bengal,2022,4,23.313786270645352,86.50470801259432,1.0,purulia district
gujarat,2020,2,21.923200129057918,73.07004214146973,1.0,bharuch district
odisha,2022,2,21.651102879008192,87.3463258250269,2.0,baleshwar district
rajasthan,2023,2,27.12773081511488,76.68169617295068,1.0,alwar district
madhya-pradesh,2024,3,25.82911980800481,76.78558663947354,1.0,sheopur district
uttar-pradesh,2021,4,26.716643594890712,81.96984560310091,5.0,ayodhya district
telangana,2021,2,18.036965718641937,77.68224416891094,1.0,sangareddy district
uttar-pradesh,2024,2,25.556715089290726,78.79861805244268,2.0,jhansi district
rajasthan,2023,2,26.87070267139292,78.17354381898866,13.0,dholpur district
west-bengal,2024,4,26.65277138584538,88.4452338874107,117.0,darjeeling district
maharashtra,2022,1,21.276977826195026,76.05659649414727,1.0,jalgaon district
uttar-pradesh,2022,3,28.56683628984662,78.03666140370396,3.0,bulandshahr district
andhra-pradesh,2022,1,16.626979431795395,81.24637630505418,1.0,west godavari district
uttar-pradesh,2020,3,26.495235347021968,81.7841702924854,1.0,amethi district
karnataka,2020,4,16.663417746795478,74.89164580725823,5.0,belagavi district
punjab,2021,3,30.716464195131227,76.69324379240518,63.0,sas nagar district
andhra-pradesh,2023,3,15.53599557499392,77.9224589451909,1.0,kurnool district
punjab,2024,1,29.73642037885792,75.95212999730916,2.0,sangrur district
madhya-pradesh,2022,2,23.775943006213936,77.15426837130465,1.0,rajgarh district
punjab,2020,4,30.63477416326084,75.92890456936505,1.0,ludhiana district
maharashtra,2022,2,18.581293256644717,74.0828838592642,2.0,pune district
gujarat,2020,2,21.25456682918111,72.8574557944485,8.0,surat district
maharashtra,2021,1,18.648045429412782,74.22380201337529,1.0,pune district
bihar,2022,1,26.171107100163805,84.0114544326237,1.0,siwan district
uttar-pradesh,2024,4,27.163411188596704,80.01436559032136,14.0,hardoi district
madhya-pradesh,2023,3,22.93470932099592,78.85525072171558,3.0,narsinghpur district
rajasthan,2024,4,26.42538205684624,76.23053081508246,2.0,sawai madhopur district
chhattisgarh,2022,3,21.11118585360823,81.70757873314831,1.0,raipur district
madhya-pradesh,2022,2,22.262044200878595,74.4701475475456,1.0,alirajpur district
uttar-pradesh,2024,4,26.739716613299294,80.99263265635967,3.0,lucknow district
karnataka,2024,2,15.160049652726295,74.48186980965586,6.0,uttara kannada district
odisha,2020,2,20.640826542050306,86.20060082163488,1.0,jajapur district
andhra-pradesh,2021,1,14.68782555557441,79.88008318918982,2.0,spsr nellore district
maharashtra,2024,1,20.69638032849175,78.26470040247202,4.0,yavatmal district
karnataka,2022,4,13.057999593854923,76.38109224004336,2.0,hassan district
rajasthan,2023,2,26.37763915107272,71.79190269526511,1.0,jaisalmer district
uttar-pradesh,2023,2,26.742789508388608,83.38428080020016,333.0,gorakhpur district
